Modal,Potensi_Pasar,Lokasi,Persaingan,Tren_Usaha,Jenis_Usaha
10600000,2,2,1,3,Jasa
11500000,2,1,2,2,Produksi
25900000,1,1,1,2,Pertanian/Peternakan
34300000,1,2,3,2,Produksi
41600000,3,3,3,2,Perdagangan
38000000,2,1,1,1,Pertanian/Peternakan
31300000,3,3,3,2,Perdagangan
56900000,1,1,2,1,Pertanian/Peternakan
12800000,2,3,2,3,Kuliner
8200000,2,2,3,3,Jasa
10400000,1,3,2,3,Kuliner
37300000,2,1,1,1,Pertanian/Peternakan
7100000,2,2,2,3,Jasa
19300000,2,2,2,3,Jasa
38500000,2,2,3,2,Perdagangan
22800000,2,2,1,3,Jasa
4800000,2,3,2,3,Kuliner
25100000,1,1,1,1,Pertanian/Peternakan
29500000,2,2,2,2,Produksi
11900000,1,1,1,2,Pertanian/Peternakan
19800000,3,3,3,3,Perdagangan
15200000,3,3,1,3,Kuliner
23700000,2,2,2,2,Produksi
44600000,3,3,3,2,Perdagangan
26700000,2,1,3,1,Produksi
14300000,2,1,2,1,Produksi
5600000,2,2,1,3,Jasa
23500000,3,3,2,2,Kuliner
105200000,3,2,1,1,Pertanian/Peternakan
25500000,1,1,1,1,Pertanian/Peternakan
22300000,3,2,1,3,Jasa
64400000,1,1,3,1,Pertanian/Peternakan
9600000,3,3,2,3,Kuliner
7600000,2,2,2,3,Kuliner
51300000,3,2,3,2,Perdagangan
12100000,3,1,2,3,Produksi
22300000,2,1,2,2,Produksi
9800000,2,2,1,3,Jasa
20500000,1,1,1,1,Pertanian/Peternakan
11800000,2,1,2,2,Produksi
23500000,1,2,2,1,Pertanian/Peternakan
107400000,2,2,1,2,Jasa
5100000,1,2,1,2,Kuliner
6500000,3,1,2,2,Produksi
35800000,2,2,1,3,Jasa
35900000,3,1,1,2,Pertanian/Peternakan
97700000,1,1,1,1,Pertanian/Peternakan
22200000,1,1,2,2,Pertanian/Peternakan
17800000,3,3,3,3,Perdagangan
23300000,1,1,2,1,Pertanian/Peternakan
5700000,2,3,3,3,Kuliner
1100000,3,3,3,2,Perdagangan
27000000,1,3,3,3,Perdagangan
48700000,3,3,3,2,Perdagangan
19800000,3,2,2,2,Perdagangan
33300000,1,1,1,2,Pertanian/Peternakan
12100000,3,1,2,2,Produksi
19200000,3,3,3,2,Perdagangan
19300000,2,1,2,1,Produksi
23200000,1,1,1,1,Pertanian/Peternakan
14200000,3,2,2,2,Kuliner
22400000,2,2,1,3,Jasa
13900000,3,2,3,2,Perdagangan
8300000,2,1,2,2,Produksi
6500000,3,3,2,3,Kuliner
39500000,2,3,1,3,Jasa
30900000,1,1,1,2,Pertanian/Peternakan
23100000,2,1,2,2,Produksi
24500000,1,1,3,3,Pertanian/Peternakan
27800000,1,1,1,2,Pertanian/Peternakan
10500000,2,2,3,3,Jasa
14500000,3,2,1,3,Jasa
11900000,2,2,1,2,Jasa
18300000,2,2,2,1,Produksi
14600000,3,1,1,2,Produksi
20900000,1,1,1,1,Pertanian/Peternakan
35400000,3,3,1,2,Perdagangan
3600000,2,3,1,3,Jasa
5900000,2,1,2,2,Produksi
9100000,2,2,2,2,Produksi
37100000,3,3,3,2,Perdagangan
28800000,1,1,1,1,Pertanian/Peternakan
31000000,2,2,2,2,Jasa
12500000,1,2,2,3,Jasa
9300000,3,3,2,3,Kuliner
97400000,3,2,3,2,Perdagangan
40700000,1,1,1,2,Pertanian/Peternakan
6600000,3,3,2,2,Kuliner
18300000,2,2,3,3,Jasa
11500000,2,1,2,2,Produksi
30000000,1,1,1,1,Pertanian/Peternakan
17800000,1,2,2,1,Pertanian/Peternakan
11800000,2,3,2,3,Kuliner
34800000,1,1,1,2,Pertanian/Peternakan
6800000,2,2,1,3,Jasa
13200000,3,2,1,3,Jasa
5500000,2,2,1,3,Jasa
4500000,3,2,1,3,Jasa
48100000,3,3,3,2,Perdagangan
43400000,2,2,1,3,Jasa
18000000,3,2,3,2,Perdagangan
78500000,3,2,3,2,Perdagangan
5900000,3,3,3,2,Perdagangan
38200000,3,3,3,2,Perdagangan
11200000,2,2,2,2,Produksi
16800000,2,2,2,2,Produksi
19000000,1,1,2,1,Pertanian/Peternakan
10200000,2,2,1,3,Jasa
26300000,1,1,1,1,Pertanian/Peternakan
19300000,1,1,1,2,Pertanian/Peternakan
11600000,3,3,3,3,Kuliner
39200000,2,2,3,2,Perdagangan
43500000,2,2,1,2,Pertanian/Peternakan
3600000,3,3,3,2,Perdagangan
10100000,1,1,1,2,Pertanian/Peternakan
6600000,2,1,2,2,Produksi
26200000,3,3,3,2,Perdagangan
10400000,3,3,2,3,Kuliner
13800000,2,1,3,2,Produksi
52000000,2,1,2,2,Produksi
18700000,3,3,3,3,Perdagangan
31600000,2,2,3,2,Perdagangan
46600000,1,1,2,2,Pertanian/Peternakan
9700000,1,2,1,3,Pertanian/Peternakan
19000000,2,2,1,3,Jasa
34400000,2,1,1,1,Pertanian/Peternakan
30100000,3,1,2,2,Produksi
70200000,3,3,2,2,Perdagangan
7000000,2,3,3,3,Kuliner
37500000,2,2,1,3,Jasa
32200000,3,3,3,2,Perdagangan
9000000,3,3,2,3,Kuliner
3500000,3,3,2,3,Kuliner
10800000,2,3,2,3,Kuliner
54800000,2,1,1,1,Jasa
6100000,3,3,2,1,Kuliner
28100000,3,3,3,2,Perdagangan
29200000,1,1,1,3,Pertanian/Peternakan
37300000,2,3,1,3,Jasa
17200000,2,1,1,2,Produksi
17700000,3,3,2,3,Kuliner
38700000,3,1,1,2,Produksi
11500000,3,3,3,3,Perdagangan
23700000,1,2,3,1,Pertanian/Peternakan
27600000,3,3,3,2,Perdagangan
14600000,3,3,3,2,Perdagangan
8700000,2,1,2,2,Produksi
30900000,3,3,2,2,Perdagangan
16300000,1,1,2,1,Pertanian/Peternakan
13100000,2,2,1,3,Jasa
18900000,2,2,2,2,Produksi
78200000,1,3,3,2,Perdagangan
16200000,2,2,2,3,Jasa
9400000,2,1,2,2,Produksi
7500000,1,1,1,2,Pertanian/Peternakan
38700000,2,1,2,1,Produksi
5000000,3,3,2,3,Kuliner
26300000,1,1,1,2,Pertanian/Peternakan
1600000,3,3,3,2,Perdagangan
18200000,2,2,1,3,Jasa
3900000,1,3,2,3,Kuliner
30400000,2,1,2,2,Produksi
1900000,3,3,1,2,Perdagangan
29900000,2,1,2,2,Produksi
3800000,3,3,2,3,Kuliner
4200000,2,2,1,3,Jasa
23300000,2,1,2,2,Produksi
4600000,2,3,2,3,Kuliner
25300000,2,1,1,1,Pertanian/Peternakan
19800000,1,2,1,2,Pertanian/Peternakan
3700000,2,2,1,3,Jasa
40700000,1,2,1,1,Pertanian/Peternakan
11700000,1,2,1,3,Jasa
23100000,3,3,3,2,Perdagangan
18900000,1,1,2,2,Produksi
1500000,3,3,3,2,Perdagangan
16600000,2,2,1,2,Jasa
9300000,3,3,2,3,Kuliner
16000000,3,3,3,2,Perdagangan
10000000,3,1,2,2,Produksi
18800000,3,2,1,3,Jasa
25700000,1,1,1,2,Pertanian/Peternakan
14200000,1,2,2,3,Jasa
33400000,3,3,3,2,Perdagangan
8600000,3,3,2,3,Kuliner
17600000,2,2,2,2,Produksi
26500000,3,3,3,2,Perdagangan
15700000,3,3,2,3,Kuliner
24700000,1,1,3,1,Pertanian/Peternakan
8000000,3,3,2,3,Kuliner
24300000,3,2,3,3,Perdagangan
7400000,1,1,2,2,Produksi
25600000,2,2,2,2,Produksi
31200000,3,3,2,2,Perdagangan
18100000,3,2,3,3,Perdagangan
6600000,2,2,1,3,Jasa
15600000,3,3,3,2,Perdagangan
2900000,2,3,2,3,Kuliner
51200000,2,1,2,2,Produksi
33200000,1,1,1,1,Pertanian/Peternakan
6000000,2,2,1,2,Jasa
16000000,2,3,3,2,Produksi
71900000,1,2,1,3,Jasa
15300000,1,2,1,3,Jasa
34200000,2,2,1,3,Jasa
46800000,2,1,2,2,Produksi
39000000,3,3,3,2,Perdagangan
3200000,2,3,2,3,Kuliner
28700000,1,1,1,1,Pertanian/Peternakan
4200000,3,3,3,3,Kuliner
22100000,3,3,2,2,Perdagangan
18600000,1,1,1,1,Pertanian/Peternakan
41700000,1,1,2,1,Pertanian/Peternakan
2300000,3,1,2,3,Perdagangan
3900000,2,2,1,3,Jasa
7500000,1,3,2,2,Produksi
20700000,3,2,3,2,Perdagangan
12000000,2,2,1,3,Jasa
20100000,2,1,1,2,Pertanian/Peternakan
23500000,3,3,3,2,Kuliner
39000000,3,3,3,2,Perdagangan
26700000,3,1,2,2,Produksi
18800000,2,1,1,2,Produksi
42900000,1,2,1,1,Jasa
20300000,3,3,3,2,Perdagangan
18100000,3,3,3,2,Perdagangan
16600000,3,3,2,3,Kuliner
36400000,2,2,2,1,Jasa
16400000,3,2,2,2,Kuliner
6400000,3,3,2,3,Kuliner
9800000,2,1,2,2,Produksi
31000000,2,1,1,2,Pertanian/Peternakan
37100000,2,1,2,2,Produksi
13400000,2,2,1,3,Jasa
32200000,3,3,2,1,Perdagangan
119700000,2,2,2,1,Jasa
7000000,3,3,1,2,Kuliner
27900000,3,3,3,2,Perdagangan
15500000,2,1,2,2,Produksi
7000000,2,2,1,2,Jasa
48500000,2,2,3,2,Perdagangan
41600000,2,3,1,3,Jasa
50800000,2,1,2,2,Produksi
15600000,3,3,2,3,Kuliner
37200000,1,1,1,1,Pertanian/Peternakan
9600000,2,1,2,2,Produksi
1100000,1,3,2,2,Perdagangan
22700000,1,1,1,1,Pertanian/Peternakan
14100000,2,3,2,3,Kuliner
15300000,3,3,2,3,Kuliner
33600000,2,2,1,3,Jasa
12200000,2,1,2,2,Produksi
22700000,1,2,1,1,Pertanian/Peternakan
9500000,2,3,2,3,Kuliner
11100000,2,1,2,1,Produksi
8800000,3,1,2,1,Produksi
33900000,1,1,1,2,Pertanian/Peternakan
19500000,2,3,3,1,Perdagangan
44500000,3,3,3,2,Perdagangan
15400000,2,1,2,2,Produksi
28900000,2,1,2,3,Jasa
23500000,2,1,2,2,Produksi
38400000,2,1,1,2,Pertanian/Peternakan
17200000,3,2,2,3,Kuliner
15800000,3,2,2,3,Perdagangan
28200000,2,2,1,3,Jasa
22800000,3,2,2,3,Kuliner
26900000,1,1,1,1,Pertanian/Peternakan
40800000,3,3,3,1,Perdagangan
32000000,2,1,1,3,Jasa
9100000,3,3,1,3,Kuliner
10500000,2,1,2,2,Produksi
89400000,3,3,3,2,Perdagangan
18300000,3,3,2,1,Kuliner
10600000,1,2,1,3,Jasa
14200000,3,2,1,3,Jasa
129900000,1,1,1,1,Pertanian/Peternakan
17300000,2,2,3,2,Produksi
4300000,3,3,3,2,Perdagangan
51000000,3,2,2,2,Jasa
11600000,2,1,1,1,Pertanian/Peternakan
14000000,3,2,2,3,Kuliner
9600000,2,1,2,2,Produksi
12600000,1,1,1,2,Pertanian/Peternakan
31900000,1,1,1,2,Pertanian/Peternakan
4100000,3,2,1,3,Jasa
24500000,2,2,1,1,Pertanian/Peternakan
17300000,1,1,1,1,Pertanian/Peternakan
14100000,3,3,2,3,Kuliner
20300000,2,1,2,2,Produksi
14300000,2,1,2,2,Produksi
1400000,3,3,3,2,Perdagangan
16100000,2,3,2,3,Jasa
19400000,1,2,1,1,Pertanian/Peternakan
31300000,2,3,1,1,Pertanian/Peternakan
12100000,2,1,2,2,Produksi
17200000,3,2,2,3,Kuliner
37200000,2,1,1,1,Jasa
14300000,3,3,2,3,Kuliner
28200000,3,3,3,2,Perdagangan
1800000,2,2,1,3,Jasa
9800000,3,3,2,3,Kuliner
10500000,2,1,2,2,Produksi
32400000,1,1,1,3,Pertanian/Peternakan
25400000,1,1,1,1,Pertanian/Peternakan
21100000,3,3,3,2,Perdagangan
36400000,2,3,1,1,Pertanian/Peternakan
14800000,2,2,1,3,Jasa
5400000,3,3,2,3,Kuliner
16400000,2,1,2,2,Produksi
7900000,2,2,2,1,Jasa
14800000,2,2,2,2,Produksi
5700000,3,3,2,3,Kuliner
32600000,1,1,1,1,Pertanian/Peternakan
5300000,2,2,1,3,Jasa
26200000,2,1,2,2,Produksi
7400000,2,3,3,2,Perdagangan
2100000,3,3,2,2,Perdagangan
21600000,1,1,1,2,Pertanian/Peternakan
42400000,2,1,2,2,Produksi
27200000,1,1,1,2,Pertanian/Peternakan
31700000,3,3,3,3,Perdagangan
18200000,2,1,2,2,Produksi
30300000,1,2,3,2,Perdagangan
22600000,3,3,2,3,Kuliner
15200000,1,1,2,2,Produksi
5700000,3,3,3,3,Kuliner
12200000,3,3,2,3,Kuliner
5900000,3,3,2,3,Kuliner
12500000,3,3,3,3,Perdagangan
15400000,1,3,1,3,Kuliner
20200000,2,3,3,2,Perdagangan
11600000,1,1,1,2,Pertanian/Peternakan
8400000,2,1,2,3,Produksi
23000000,1,3,1,1,Pertanian/Peternakan
21500000,3,3,2,2,Perdagangan
43300000,2,1,1,3,Jasa
24600000,2,1,2,1,Produksi
20800000,3,3,3,3,Perdagangan
23400000,3,1,1,2,Pertanian/Peternakan
28300000,2,1,1,3,Jasa
21300000,3,3,3,3,Perdagangan
22500000,1,1,2,2,Pertanian/Peternakan
8700000,2,1,2,2,Produksi
48000000,3,3,3,2,Perdagangan
3800000,2,3,3,3,Kuliner
8700000,2,2,2,2,Produksi
39200000,2,1,1,1,Pertanian/Peternakan
1600000,3,3,3,2,Perdagangan
28600000,2,2,2,3,Produksi
13200000,3,3,2,1,Kuliner
23600000,3,3,2,2,Perdagangan
42400000,3,2,1,3,Jasa
9500000,1,1,3,1,Produksi
21800000,2,2,1,2,Jasa
38100000,2,3,3,3,Perdagangan
7200000,3,2,3,2,Produksi
8000000,3,3,3,2,Perdagangan
11300000,2,1,2,2,Produksi
15100000,3,3,1,3,Jasa
59700000,3,3,2,2,Perdagangan
20200000,3,3,3,2,Perdagangan
67800000,2,1,2,3,Pertanian/Peternakan
21900000,2,1,3,3,Produksi
24600000,3,3,3,2,Perdagangan
17000000,1,1,1,1,Pertanian/Peternakan
22200000,3,2,3,3,Kuliner
24100000,1,2,1,1,Pertanian/Peternakan
9700000,2,2,2,1,Produksi
10500000,1,1,3,2,Produksi
24300000,2,3,2,3,Kuliner
34600000,3,3,3,2,Perdagangan
25400000,3,1,2,2,Produksi
33100000,1,1,1,1,Pertanian/Peternakan
33700000,1,1,1,1,Pertanian/Peternakan
41000000,2,1,1,3,Pertanian/Peternakan
34400000,1,1,1,1,Pertanian/Peternakan
44200000,2,3,3,2,Perdagangan
20500000,2,1,2,3,Produksi
12900000,2,2,1,3,Jasa
10200000,2,2,1,3,Jasa
20400000,1,2,1,3,Jasa
5100000,3,3,2,3,Kuliner
10200000,3,3,3,2,Kuliner
23000000,3,3,3,2,Perdagangan
12500000,1,1,1,2,Jasa
6400000,2,1,2,2,Produksi
19400000,3,1,2,2,Produksi
16000000,2,1,1,2,Produksi
11900000,2,1,2,2,Produksi
65800000,3,3,1,3,Perdagangan
112400000,2,2,1,2,Jasa
17100000,3,3,2,2,Perdagangan
36600000,2,3,3,2,Perdagangan
26700000,2,1,2,2,Produksi
25300000,1,1,1,2,Pertanian/Peternakan
14200000,2,2,1,1,Pertanian/Peternakan
36900000,1,1,1,2,Pertanian/Peternakan
18800000,2,2,2,3,Produksi
8000000,2,2,1,2,Produksi
24800000,3,3,3,2,Perdagangan
11800000,3,3,2,3,Kuliner
9900000,2,1,2,2,Produksi
25100000,2,1,2,2,Produksi
19500000,2,2,3,3,Jasa
11900000,2,2,1,2,Jasa
2900000,3,3,2,3,Kuliner
7000000,3,3,2,2,Kuliner
10200000,2,1,2,2,Produksi
20300000,3,2,3,2,Perdagangan
31200000,3,3,2,2,Perdagangan
16000000,2,1,2,3,Produksi
3800000,2,3,2,3,Kuliner
20800000,1,1,1,1,Pertanian/Peternakan
17000000,2,3,1,2,Jasa
20100000,1,1,1,1,Pertanian/Peternakan
7400000,2,1,2,2,Produksi
99700000,1,1,1,2,Pertanian/Peternakan
7900000,2,1,2,3,Produksi
14700000,3,3,2,3,Kuliner
15400000,3,3,2,2,Perdagangan
14800000,3,3,2,3,Kuliner
9900000,2,2,1,3,Jasa
9000000,1,3,2,3,Kuliner
4100000,3,2,3,2,Perdagangan
32900000,2,1,1,2,Pertanian/Peternakan
6800000,3,3,2,3,Kuliner
7900000,3,2,2,2,Produksi
3600000,3,3,2,3,Kuliner
15900000,3,3,2,3,Kuliner
2700000,2,2,1,3,Jasa
12100000,2,1,2,2,Produksi
36100000,3,2,2,2,Perdagangan
9200000,3,1,2,3,Kuliner
16100000,2,3,2,3,Kuliner
51500000,2,1,3,1,Produksi
9600000,1,1,2,2,Produksi
21000000,3,3,3,2,Perdagangan
29800000,3,3,2,3,Kuliner
12200000,2,2,1,3,Jasa
15000000,2,1,1,3,Produksi
16500000,2,2,1,3,Jasa
5600000,3,3,2,3,Kuliner
17300000,3,1,2,2,Produksi
41700000,1,1,1,2,Pertanian/Peternakan
900000,3,1,3,2,Perdagangan
10800000,2,1,2,3,Produksi
2600000,2,2,1,3,Jasa
24500000,1,1,1,2,Pertanian/Peternakan
4300000,3,3,1,3,Kuliner
25600000,1,1,1,1,Pertanian/Peternakan
21200000,3,3,2,3,Kuliner
32000000,1,1,1,1,Pertanian/Peternakan
13000000,2,3,2,3,Kuliner
59100000,3,3,3,2,Perdagangan
9900000,2,3,3,3,Kuliner
30600000,1,1,1,1,Pertanian/Peternakan
29500000,1,1,1,1,Pertanian/Peternakan
5200000,2,2,1,3,Jasa
53800000,3,3,3,2,Perdagangan
7600000,3,3,2,2,Kuliner
8100000,3,2,3,2,Perdagangan
38800000,2,2,2,3,Jasa
27000000,3,2,3,1,Perdagangan
9400000,2,3,2,3,Kuliner
30900000,1,1,1,2,Pertanian/Peternakan
12400000,1,1,1,2,Pertanian/Peternakan
4700000,3,3,2,3,Kuliner
17300000,2,3,2,3,Kuliner
39000000,2,2,1,2,Jasa
11200000,2,1,1,1,Pertanian/Peternakan
37500000,1,1,1,1,Pertanian/Peternakan
29600000,1,1,1,1,Pertanian/Peternakan
17900000,2,3,2,2,Kuliner
10500000,2,1,2,2,Produksi
20100000,1,1,1,1,Pertanian/Peternakan
12300000,3,3,2,3,Kuliner
16800000,2,2,1,3,Jasa
20100000,3,3,2,3,Kuliner
15900000,3,3,2,3,Kuliner
17500000,3,3,3,2,Perdagangan
12100000,1,1,1,1,Pertanian/Peternakan
8000000,2,2,1,3,Jasa
6600000,3,3,2,3,Kuliner
40100000,3,3,3,2,Perdagangan
12700000,1,1,1,2,Pertanian/Peternakan
24300000,3,3,3,2,Perdagangan
8200000,3,2,2,1,Kuliner
18100000,3,1,3,3,Kuliner
14500000,2,2,1,3,Jasa
31700000,3,3,3,2,Perdagangan
56100000,3,3,3,3,Perdagangan
16100000,1,1,1,2,Pertanian/Peternakan
17400000,2,2,1,3,Jasa
13300000,3,3,1,3,Jasa
21500000,1,1,1,2,Pertanian/Peternakan
25900000,1,1,1,3,Pertanian/Peternakan
43700000,2,1,1,2,Pertanian/Peternakan
34300000,1,1,1,1,Pertanian/Peternakan
24400000,2,1,2,1,Pertanian/Peternakan
60900000,1,2,2,2,Pertanian/Peternakan
25000000,1,2,1,1,Pertanian/Peternakan
11400000,1,1,1,1,Pertanian/Peternakan
41700000,2,2,1,3,Jasa
10500000,2,2,1,3,Jasa
44800000,2,2,1,2,Jasa
21900000,3,3,1,3,Jasa
14800000,3,3,2,3,Kuliner
14500000,2,2,1,2,Jasa
11300000,2,2,2,2,Produksi
31100000,3,2,3,2,Perdagangan
11100000,3,3,2,3,Kuliner
37400000,2,2,3,2,Perdagangan
29800000,1,1,1,1,Pertanian/Peternakan
24000000,1,1,1,1,Pertanian/Peternakan
14200000,1,1,3,2,Pertanian/Peternakan
48300000,2,1,1,1,Pertanian/Peternakan
35100000,1,2,1,3,Jasa
4200000,3,2,2,2,Kuliner
12200000,2,1,2,2,Produksi
18000000,3,3,3,2,Perdagangan
10100000,2,2,1,3,Jasa
6700000,3,3,1,2,Kuliner
5600000,3,3,2,2,Kuliner
7400000,3,3,2,3,Kuliner
23400000,3,3,2,3,Kuliner
12300000,3,3,3,2,Perdagangan
39100000,1,2,1,3,Jasa
13800000,3,2,2,3,Kuliner
7300000,1,3,3,2,Perdagangan
35200000,2,2,1,3,Jasa
106000000,1,3,1,3,Jasa
47500000,1,1,1,1,Pertanian/Peternakan
11900000,3,3,3,3,Kuliner
11900000,2,2,2,2,Produksi
12700000,2,1,2,2,Produksi
22300000,2,2,2,3,Jasa
22700000,3,1,3,2,Perdagangan
49000000,3,2,1,3,Jasa
4800000,3,2,2,3,Kuliner
46900000,2,2,1,3,Jasa
14900000,3,3,2,3,Kuliner
37700000,3,3,3,2,Perdagangan
16700000,3,3,3,2,Perdagangan
9100000,1,3,3,3,Kuliner
70200000,3,3,3,2,Perdagangan
7400000,3,3,3,3,Perdagangan
31400000,1,1,1,1,Pertanian/Peternakan
8300000,1,1,1,1,Pertanian/Peternakan
43400000,2,2,2,2,Produksi
7700000,2,3,2,3,Kuliner
3200000,3,2,2,3,Kuliner
52200000,2,1,2,3,Produksi
21100000,3,3,3,2,Perdagangan
13100000,2,2,1,3,Jasa
7800000,2,3,3,2,Perdagangan
16800000,1,1,1,1,Pertanian/Peternakan
8900000,3,3,2,2,Kuliner
13200000,3,2,1,3,Jasa
48300000,1,1,1,1,Pertanian/Peternakan
22800000,3,3,2,2,Perdagangan
16800000,3,3,2,3,Kuliner
7700000,3,3,2,3,Kuliner
17800000,3,3,3,3,Kuliner
20300000,2,2,1,3,Jasa
38500000,3,3,3,2,Perdagangan
8900000,3,3,2,3,Kuliner
24200000,2,1,1,1,Pertanian/Peternakan
5000000,3,3,2,3,Kuliner
4500000,1,3,2,3,Kuliner
5800000,3,2,3,2,Kuliner
9300000,2,1,2,2,Produksi
9300000,2,2,2,2,Produksi
4800000,2,3,3,2,Perdagangan
9300000,3,1,2,2,Produksi
15200000,3,3,2,3,Kuliner
9200000,3,2,2,3,Kuliner
14100000,2,1,2,2,Produksi
8000000,3,3,1,2,Kuliner
38400000,1,1,1,2,Pertanian/Peternakan
16800000,3,3,2,3,Kuliner
23500000,3,3,2,2,Perdagangan
26200000,3,3,3,2,Perdagangan
3100000,3,3,1,2,Perdagangan
28500000,3,3,1,2,Perdagangan
50400000,2,2,1,3,Jasa
22900000,2,3,3,3,Kuliner
47600000,2,2,1,3,Jasa
35000000,1,1,1,1,Pertanian/Peternakan
7400000,2,2,2,3,Jasa
11000000,3,1,3,2,Produksi
6500000,3,3,2,3,Kuliner
11900000,1,1,2,1,Pertanian/Peternakan
4200000,3,3,1,3,Kuliner
2100000,2,1,1,3,Jasa
29500000,3,3,3,1,Perdagangan
41400000,1,1,1,1,Pertanian/Peternakan
43100000,3,3,3,2,Perdagangan
28600000,2,3,3,1,Jasa
15800000,3,2,2,3,Kuliner
7800000,3,1,2,2,Produksi
34900000,2,1,2,2,Produksi
26500000,3,3,3,2,Perdagangan
15000000,2,3,1,3,Jasa
23100000,2,2,1,3,Jasa
7400000,2,2,2,3,Jasa
22800000,2,1,1,2,Produksi
22200000,3,3,3,1,Perdagangan
12400000,1,3,1,3,Kuliner
23000000,3,3,3,2,Perdagangan
30100000,3,3,3,1,Perdagangan
76600000,3,3,3,2,Perdagangan
44900000,2,3,3,2,Perdagangan
9000000,1,1,2,2,Produksi
21500000,2,1,2,3,Produksi
25200000,1,1,1,1,Pertanian/Peternakan
105000000,3,3,3,2,Perdagangan
34300000,2,1,2,2,Produksi
23100000,1,1,1,2,Pertanian/Peternakan
9100000,3,2,2,3,Kuliner
21400000,2,3,2,1,Kuliner
18700000,2,1,2,2,Produksi
22600000,2,2,1,2,Jasa
24000000,3,3,3,2,Perdagangan
8600000,1,1,2,2,Produksi
31800000,1,1,2,1,Pertanian/Peternakan
54800000,2,2,2,3,Jasa
120600000,1,3,1,1,Pertanian/Peternakan
4200000,3,3,3,2,Kuliner
31500000,1,2,1,2,Pertanian/Peternakan
14600000,2,1,1,3,Jasa
16900000,2,1,2,2,Produksi
16500000,2,1,3,2,Perdagangan
8700000,2,2,1,3,Jasa
37900000,1,1,1,1,Pertanian/Peternakan
6000000,2,1,3,2,Produksi
50600000,3,3,3,2,Perdagangan
1500000,3,2,3,2,Perdagangan
25700000,3,2,1,3,Jasa
40300000,1,2,1,1,Pertanian/Peternakan
33400000,3,2,3,2,Perdagangan
12400000,2,3,1,3,Jasa
20700000,2,2,2,3,Jasa
